Crash ID,Crash Severity,Crash Time,Day of Week,Manner of Collision,Speed Limit,Surface Condition,Surface Type,Surface Width,Weather Condition,Vehicle Body Style,Person Age,Person Alcohol Result,Person Drug Test Result,Person Ethnicity,Person Gender,y
19746400,C - POSSIBLE INJURY,15:56:00,THURSDAY,SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN,45,1 - DRY,No Data,72,1 - CLEAR,BU - BUS,12,No Data,No Data,,1 - MALE,115
19665612,N - NOT INJURED,11:30:00,THURSDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,30,1 - DRY,No Data,No Data,,VN - VAN,23,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,30
19739211,N - NOT INJURED,23:16:00,SATURDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,40,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,32,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,34
19631645,99 - UNKNOWN,01:42:00,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,55,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,43
19544456,N - NOT INJURED,13:43:00,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,72,2 - CLOUDY,"P4 - PASSENGER CAR, 4-DOOR",30,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,28
19593993,N - NOT INJURED,11:26:00,,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,50,1 - DRY,No Data,No Data,1 - CLEAR,TR - TRUCK,No Data,No Data,97 - NOT APPLICABLE,,99 - UNKNOWN,30
19634913,N - NOT INJURED,09:28:00,,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,40,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,,No Data,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,62
19573711,N - NOT INJURED,17:10:00,TUESDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,50,2 - WET,No Data,72,2 - CLOUDY,"P4 - PASSENGER CAR, 4-DOOR",19,No Data,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,25
19703431,N - NOT INJURED,22:59:00,SUNDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,48,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",21,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,75
19537555,C - POSSIBLE INJURY,07:48:00,FRIDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,7,No Data,No Data,A - ASIAN,2 - FEMALE,52
19596680,C - POSSIBLE INJURY,12:30:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,35,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,40,No Data,No Data,H - HISPANIC,2 - FEMALE,45
19731589,N - NOT INJURED,15:16:00,WEDNESDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,No Data,1 - CLEAR,,4,No Data,No Data,W - WHITE,2 - FEMALE,57
19489958,N - NOT INJURED,12:00:00,TUESDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,70,1 - DRY,No Data,No Data,1 - CLEAR,VN - VAN,2,No Data,No Data,W - WHITE,,31
19683518,B - SUSPECTED MINOR INJURY,20:30:00,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,35,1 - DRY,No Data,No Data,1 - CLEAR,MC - MOTORCYCLE,23,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,55
19689254,N - NOT INJURED,17:17:00,SUNDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE BACKING,30,1 - DRY,No Data,24,1 - CLEAR,PK - PICKUP,,No Data,97 - NOT APPLICABLE,H - HISPANIC,,23
19689454,N - NOT INJURED,09:16:00,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,50,1 - DRY,No Data,64,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",23,No Data,No Data,I - AMER. INDIAN/ALASKAN NATIVE,2 - FEMALE,71
19596093,N - NOT INJURED,15:00:00,FRIDAY,OTHER - ONE ENTERING OR LEAVING PARKING SPACE-ONE STOPPED,30,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,20,,,W - WHITE,2 - FEMALE,22
19754935,N - NOT INJURED,,TUESDAY,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,50,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",51,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,45
19512281,N - NOT INJURED,11:51:00,SUNDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,No Data,98 - OTHER (EXPLAIN IN NARRATIVE),,38,No Data,97 - NOT APPLICABLE,A - ASIAN,1 - MALE,67
19485514,N - NOT INJURED,14:11:00,SUNDAY,SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN,55,1 - DRY,No Data,69,,"P4 - PASSENGER CAR, 4-DOOR",31,No Data,No Data,I - AMER. INDIAN/ALASKAN NATIVE,2 - FEMALE,78
19642796,A - SUSPECTED SERIOUS INJURY,23:12:00,TUESDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,No Data,No Data,No Data,H - HISPANIC,1 - MALE,153
19588518,N - NOT INJURED,20:00:00,WEDNESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,40,1 - DRY,No Data,No Data,1 - CLEAR,,24,No Data,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,43
19615603,N - NOT INJURED,13:58:00,WEDNESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,55,1 - DRY,No Data,,,SV - SPORT UTILITY VEHICLE,40,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,45
19760754,N - NOT INJURED,13:40:00,FRIDAY,ONE MOTOR VEHICLE - BACKING,15,1 - DRY,No Data,No Data,1 - CLEAR,TR - TRUCK,64,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,50
19750976,N - NOT INJURED,15:35:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,30,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",19,,97 - NOT APPLICABLE,A - ASIAN,1 - MALE,55
19626341,N - NOT INJURED,03:31:00,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,30,1 - DRY,No Data,No Data,2 - CLOUDY,SV - SPORT UTILITY VEHICLE,24,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,45
19738967,N - NOT INJURED,09:44:00,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,60,1 - DRY,No Data,22,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",53,No Data,97 - NOT APPLICABLE,A - ASIAN,,91
19688667,C - POSSIBLE INJURY,10:10:00,,ANGLE - BOTH GOING STRAIGHT,40,1 - DRY,No Data,66,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",78,No Data,No Data,H - HISPANIC,2 - FEMALE,48
19492173,C - POSSIBLE INJURY,16:05:00,,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,40,1 - DRY,No Data,No Data,,SV - SPORT UTILITY VEHICLE,21,No Data,97 - NOT APPLICABLE,A - ASIAN,,43
19507709,B - SUSPECTED MINOR INJURY,11:35:00,SATURDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,45,1 - DRY,No Data,No Data,1 - CLEAR,No Data,,No Data,97 - NOT APPLICABLE,,1 - MALE,54
19536739,N - NOT INJURED,16:33:00,WEDNESDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,35,1 - DRY,No Data,No Data,1 - CLEAR,TR - TRUCK,36,,,H - HISPANIC,1 - MALE,124
19535558,C - POSSIBLE INJURY,14:45:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,72,1 - CLEAR,PK - PICKUP,25,No Data,97 - NOT APPLICABLE,W - WHITE,,55
19647250,C - POSSIBLE INJURY,23:27:00,MONDAY,ANGLE - BOTH GOING STRAIGHT,50,1 - DRY,No Data,,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",16,No Data,No Data,99 - UNKNOWN,2 - FEMALE,48
19699722,N - NOT INJURED,11:54:00,TUESDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,40,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,78,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,21
19576381,N - NOT INJURED,13:20:00,MONDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,35,99 - UNKNOWN,No Data,No Data,99 - UNKNOWN,"P4 - PASSENGER CAR, 4-DOOR",21,No Data,No Data,W - WHITE,2 - FEMALE,1348
19656268,C - POSSIBLE INJURY,13:40:00,SUNDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,2 - WET,No Data,No Data,3 - RAIN,SV - SPORT UTILITY VEHICLE,,No Data,No Data,W - WHITE,2 - FEMALE,120
19499722,N - NOT INJURED,21:00:00,SATURDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,40,1 - DRY,No Data,No Data,1 - CLEAR,,45,,97 - NOT APPLICABLE,B - BLACK,1 - MALE,24
19568280,N - NOT INJURED,11:28:00,FRIDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,35,1 - DRY,No Data,No Data,,SV - SPORT UTILITY VEHICLE,55,No Data,No Data,A - ASIAN,1 - MALE,35
19472155,N - NOT INJURED,,MONDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,40,2 - WET,No Data,72,,"P4 - PASSENGER CAR, 4-DOOR",No Data,No Data,,A - ASIAN,2 - FEMALE,91
19592046,N - NOT INJURED,03:56:00,SUNDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,2 - WET,No Data,48,3 - RAIN,"P4 - PASSENGER CAR, 4-DOOR",,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,69
19667377,N - NOT INJURED,08:25:00,MONDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,20,1 - CLEAR,"P2 - PASSENGER CAR, 2-DOOR",,No Data,97 - NOT APPLICABLE,B - BLACK,,56
19691475,B - SUSPECTED MINOR INJURY,00:25:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,50,1 - DRY,No Data,64,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",39,No Data,,B - BLACK,1 - MALE,65
19596732,A - SUSPECTED SERIOUS INJURY,16:42:00,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,70,1 - DRY,No Data,48,1 - CLEAR,TR - TRUCK,19,No Data,No Data,H - HISPANIC,1 - MALE,58
19493231,N - NOT INJURED,20:55:00,MONDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,55,1 - DRY,No Data,24,1 - CLEAR,SV - SPORT UTILITY VEHICLE,6,No Data,No Data,B - BLACK,,44
19632624,99 - UNKNOWN,00:00:00,SATURDAY,ONE MOTOR VEHICLE - OTHER,45,1 - DRY,No Data,No Data,,99 - UNKNOWN,No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,76
19561779,N - NOT INJURED,17:56:00,TUESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,40,1 - DRY,No Data,No Data,2 - CLOUDY,,19,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,33
19582412,N - NOT INJURED,10:47:00,SUNDAY,ANGLE - BOTH GOING STRAIGHT,50,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",64,No Data,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,35
19592307,B - SUSPECTED MINOR INJURY,,FRIDAY,ANGLE - BOTH GOING STRAIGHT,30,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",24,No Data,97 - NOT APPLICABLE,A - ASIAN,1 - MALE,43
19760755,N - NOT INJURED,,FRIDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,28,2 - CLOUDY,TR - TRUCK,50,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,36
19768239,C - POSSIBLE INJURY,06:00:00,WEDNESDAY,ANGLE - BOTH GOING STRAIGHT,40,1 - DRY,No Data,No Data,,"P4 - PASSENGER CAR, 4-DOOR",30,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,75
19716804,N - NOT INJURED,08:15:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,55,1 - DRY,No Data,52,1 - CLEAR,SB - YELLOW SCHOOL BUS,,No Data,No Data,W - WHITE,2 - FEMALE,45
19484208,N - NOT INJURED,,MONDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,50,1 - DRY,No Data,24,1 - CLEAR,TR - TRUCK,51,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,86
19696122,B - SUSPECTED MINOR INJURY,15:00:00,THURSDAY,ANGLE - BOTH GOING STRAIGHT,-1,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,44,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,66
19502616,N - NOT INJURED,22:27:00,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,55,1 - DRY,No Data,48,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",25,No Data,,B - BLACK,1 - MALE,60
19530278,N - NOT INJURED,00:26:00,,ONE MOTOR VEHICLE - GOING STRAIGHT,70,2 - WET,No Data,,,SV - SPORT UTILITY VEHICLE,32,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,114
19749132,N - NOT INJURED,11:40:00,,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,48,1 - CLEAR,PK - PICKUP,37,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,72
19767621,A - SUSPECTED SERIOUS INJURY,22:17:00,,ONE MOTOR VEHICLE - GOING STRAIGHT,35,1 - DRY,No Data,No Data,1 - CLEAR,99 - UNKNOWN,No Data,,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,23
19661233,N - NOT INJURED,21:31:00,THURSDAY,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,40,1 - DRY,No Data,No Data,1 - CLEAR,,38,No Data,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,25
19688665,N - NOT INJURED,15:58:00,FRIDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,35,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",47,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,50
19679459,N - NOT INJURED,,MONDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,,1 - CLEAR,PK - PICKUP,22,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,332
19568275,N - NOT INJURED,13:10:00,THURSDAY,ANGLE - BOTH GOING STRAIGHT,40,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",33,No Data,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,81
19752975,N - NOT INJURED,,TUESDAY,ANGLE - BOTH GOING STRAIGHT,50,1 - DRY,No Data,64,1 - CLEAR,SV - SPORT UTILITY VEHICLE,,No Data,,A - ASIAN,2 - FEMALE,88
19763185,B - SUSPECTED MINOR INJURY,20:36:00,MONDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,50,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",44,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,37
19626423,N - NOT INJURED,18:47:00,THURSDAY,OPPOSITE DIRECTION - ONE BACKING-ONE STOPPED,70,3 - STANDING WATER,No Data,72,1 - CLEAR,,37,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,38
19695571,C - POSSIBLE INJURY,16:29:00,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,70,1 - DRY,No Data,No Data,1 - CLEAR,BU - BUS,11,No Data,No Data,99 - UNKNOWN,2 - FEMALE,51
19708465,N - NOT INJURED,19:35:00,WEDNESDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,,No Data,No Data,B - BLACK,1 - MALE,39
19486776,A - SUSPECTED SERIOUS INJURY,07:36:00,WEDNESDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,60,1 - DRY,No Data,38,1 - CLEAR,MC - MOTORCYCLE,62,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,37
19599145,N - NOT INJURED,09:32:00,TUESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,55,1 - DRY,No Data,20,1 - CLEAR,SV - SPORT UTILITY VEHICLE,30,,97 - NOT APPLICABLE,W - WHITE,1 - MALE,67
19638654,B - SUSPECTED MINOR INJURY,17:33:00,SUNDAY,ANGLE - BOTH GOING STRAIGHT,50,1 - DRY,No Data,64,1 - CLEAR,PK - PICKUP,,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,63
19646643,C - POSSIBLE INJURY,13:08:00,TUESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,35,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,,No Data,No Data,H - HISPANIC,2 - FEMALE,37
19558773,N - NOT INJURED,07:53:00,FRIDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",,No Data,97 - NOT APPLICABLE,,1 - MALE,67
19597206,N - NOT INJURED,10:17:00,SATURDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,33,,,B - BLACK,2 - FEMALE,42
19624242,N - NOT INJURED,09:36:00,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,70,1 - DRY,No Data,48,1 - CLEAR,SV - SPORT UTILITY VEHICLE,69,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,81
19521661,B - SUSPECTED MINOR INJURY,12:35:00,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,55,2 - WET,No Data,24,3 - RAIN,PK - PICKUP,,No Data,,W - WHITE,1 - MALE,43
19573711,N - NOT INJURED,17:10:00,TUESDAY,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,50,2 - WET,No Data,72,,PK - PICKUP,39,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,25
19668192,N - NOT INJURED,07:30:00,TUESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,35,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",35,No Data,97 - NOT APPLICABLE,H - HISPANIC,2 - FEMALE,34
19631163,99 - UNKNOWN,13:43:00,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,40,1 - DRY,No Data,No Data,1 - CLEAR,"P2 - PASSENGER CAR, 2-DOOR",No Data,No Data,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,65
19590859,N - NOT INJURED,13:38:00,MONDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,50,1 - DRY,No Data,,1 - CLEAR,PK - PICKUP,54,No Data,97 - NOT APPLICABLE,W - WHITE,,31
19674950,N - NOT INJURED,13:39:00,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE BACKING,20,1 - DRY,No Data,No Data,1 - CLEAR,,60,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,31
19735576,B - SUSPECTED MINOR INJURY,10:29:00,,ANGLE - ONE STRAIGHT-ONE LEFT TURN,45,1 - DRY,No Data,28,1 - CLEAR,PK - PICKUP,20,No Data,No Data,H - HISPANIC,1 - MALE,32
19522835,C - POSSIBLE INJURY,02:23:00,SATURDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,70,1 - DRY,No Data,72,1 - CLEAR,,34,No Data,99 - UNKNOWN,H - HISPANIC,2 - FEMALE,51
19754910,N - NOT INJURED,15:24:00,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,60,1 - DRY,No Data,48,,SV - SPORT UTILITY VEHICLE,50,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,35
19488123,N - NOT INJURED,16:10:00,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,70,1 - DRY,No Data,92,1 - CLEAR,PK - PICKUP,19,,,H - HISPANIC,1 - MALE,58
19683391,N - NOT INJURED,13:02:00,TUESDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,25,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",28,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,42
19474686,N - NOT INJURED,10:00:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,35,1 - DRY,No Data,No Data,2 - CLOUDY,SV - SPORT UTILITY VEHICLE,32,No Data,97 - NOT APPLICABLE,,2 - FEMALE,70
19610707,N - NOT INJURED,,MONDAY,ANGLE - BOTH GOING STRAIGHT,40,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,72,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,35
19606299,N - NOT INJURED,11:11:00,MONDAY,ANGLE - ONE STRAIGHT-ONE LEFT TURN,30,2 - WET,No Data,20,3 - RAIN,"P4 - PASSENGER CAR, 4-DOOR",48,No Data,,W - WHITE,2 - FEMALE,24
19667463,N - NOT INJURED,18:24:00,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,48,,SV - SPORT UTILITY VEHICLE,34,No Data,No Data,B - BLACK,1 - MALE,25
19611148,C - POSSIBLE INJURY,13:49:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,50,1 - DRY,No Data,,1 - CLEAR,PK - PICKUP,33,No Data,,B - BLACK,1 - MALE,58
19478526,N - NOT INJURED,16:30:00,THURSDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,35,1 - DRY,No Data,No Data,1 - CLEAR,SV - SPORT UTILITY VEHICLE,15,No Data,No Data,,1 - MALE,54
19713027,B - SUSPECTED MINOR INJURY,17:17:00,WEDNESDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",4,No Data,No Data,A - ASIAN,2 - FEMALE,55
19716058,B - SUSPECTED MINOR INJURY,16:59:00,MONDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,55,1 - DRY,No Data,20,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",,,97 - NOT APPLICABLE,B - BLACK,2 - FEMALE,50
19629787,B - SUSPECTED MINOR INJURY,14:15:00,FRIDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,45,1 - DRY,No Data,50,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",35,No Data,97 - NOT APPLICABLE,,2 - FEMALE,38
19585607,N - NOT INJURED,10:20:00,MONDAY,ANGLE - BOTH GOING STRAIGHT,40,1 - DRY,No Data,66,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",28,No Data,97 - NOT APPLICABLE,B - BLACK,1 - MALE,44
19637592,C - POSSIBLE INJURY,07:51:00,,ANGLE - ONE RIGHT TURN-ONE STOPPED,55,1 - DRY,No Data,48,1 - CLEAR,PK - PICKUP,,,No Data,,1 - MALE,110
19731417,N - NOT INJURED,18:07:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,50,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,40,,,A - ASIAN,2 - FEMALE,39
19748961,N - NOT INJURED,15:53:00,THURSDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,70,1 - DRY,No Data,,1 - CLEAR,SV - SPORT UTILITY VEHICLE,19,No Data,No Data,W - WHITE,2 - FEMALE,54
19586677,C - POSSIBLE INJURY,14:56:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,65,1 - DRY,No Data,24,1 - CLEAR,99 - UNKNOWN,No Data,,97 - NOT APPLICABLE,99 - UNKNOWN,99 - UNKNOWN,82
19688668,B - SUSPECTED MINOR INJURY,10:20:00,SUNDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,45,1 - DRY,No Data,72,1 - CLEAR,SV - SPORT UTILITY VEHICLE,40,No Data,97 - NOT APPLICABLE,H - HISPANIC,1 - MALE,53
19541254,N - NOT INJURED,12:12:00,SATURDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,50,1 - DRY,No Data,72,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",,No Data,,W - WHITE,1 - MALE,45
19473015,N - NOT INJURED,06:42:00,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,65,1 - DRY,No Data,48,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",48,No Data,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,63
19550651,N - NOT INJURED,07:06:00,THURSDAY,ANGLE - BOTH GOING STRAIGHT,45,1 - DRY,No Data,No Data,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",17,No Data,No Data,H - HISPANIC,2 - FEMALE,46
19719135,C - POSSIBLE INJURY,16:27:00,WEDNESDAY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,60,1 - DRY,No Data,48,1 - CLEAR,"P4 - PASSENGER CAR, 4-DOOR",23,No Data,97 - NOT APPLICABLE,A - ASIAN,1 - MALE,50
19607184,A - SUSPECTED SERIOUS INJURY,06:03:00,MONDAY,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,60,1 - DRY,No Data,22,2 - CLOUDY,"P4 - PASSENGER CAR, 4-DOOR",20,,97 - NOT APPLICABLE,W - WHITE,2 - FEMALE,118
19764443,B - SUSPECTED MINOR INJURY,17:48:00,MONDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,70,1 - DRY,No Data,48,1 - CLEAR,PK - PICKUP,16,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,35
19759787,N - NOT INJURED,17:13:00,TUESDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,75,1 - DRY,No Data,48,1 - CLEAR,PK - PICKUP,37,No Data,97 - NOT APPLICABLE,W - WHITE,1 - MALE,55
